name	description	image	price	domain	link
Brielle Tee - Vanilla		https://www.paige.com/binaries/content/gallery/products/5/5122f36-7107/5122f36-7107_01.jpg/5122f36-7107_01.jpg/brxp:xlProduct	$119.00	paige	https://www.paige.com/p/brielle-tee--5122f36-7107
Marisole Blouse - White		https://www.paige.com/binaries/content/gallery/products/5/5163996-1165/5163996-1165_01.jpg/5163996-1165_01.jpg/brxp:xlProduct	$249.00	paige	https://www.paige.com/p/marisole-blouse--5163996-1165
Genevieve - Laredo		https://www.paige.com/binaries/content/gallery/products/5/5210d84-6413/5210d84-6413_01.jpg/5210d84-6413_01.jpg/brxp:xlProduct	$249.00	paige	https://www.paige.com/p/genevieve-aircording--5210d84-6413
Tolucah Dress - Black Bali Orchid		https://www.paige.com/binaries/content/gallery/products/5/5370f19-7254/5370f19-7254_01.jpg/5370f19-7254_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/tolucah-dress--5370f19-7254
Hoxton Slim Crop - Blooms		https://www.paige.com/binaries/content/gallery/products/5/5434e77-7542/5434e77-7542_01.jpg/5434e77-7542_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/hoxton-slim-crop-raw-hem--5434e77-7542
Melody Top - White Allure Tansy Stripe		https://www.paige.com/binaries/content/gallery/products/5/5472e98-7012/5472e98-7012_01.jpg/5472e98-7012_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/melody-top--5472e98-7012
Hoxton Skinny Cargo - Vintage Dark Mint		https://www.paige.com/binaries/content/gallery/products/5/5477b10-7469/5477b10-7469_01.jpg/5477b10-7469_01.jpg/brxp:xlProduct	$225.00	paige	https://www.paige.com/p/hoxton-skinny-cargo--5477b10-7469
Exclusive Margot Ankle - Black Shadow		https://www.paige.com/binaries/content/gallery/products/2/2824521-2139/2824521-2139_01.jpg/2824521-2139_01.jpg/brxp:xlProduct	$179.00	paige	https://www.paige.com/p/margot-ankle--2824521-2139
Ryland Jacket - Dark Mint		https://www.paige.com/binaries/content/gallery/products/5/5311e79-7189/5311e79-7189_01.jpg/5311e79-7189_01.jpg/brxp:xlProduct	$249.00	paige	https://www.paige.com/p/ryland-jacket--5311e79-7189
Willa Bootie - Snake Roccia		https://www.paige.com/binaries/content/gallery/products/s/sh00805-roc/sh00805-roc_01.jpg/sh00805-roc_01.jpg/brxp:xlProduct	$350.00	paige	https://www.paige.com/p/willa-in-snake--sh00805-roc
Willa Bootie - Black Multi Snake Print		https://www.paige.com/binaries/content/gallery/products/s/sh91405-bmt/sh91405-bmt_01.jpg/sh91405-bmt_01.jpg/brxp:xlProduct	$350.00	paige	https://www.paige.com/p/willa-in-snake--sh91405-bmt
Sarah Slim - Embarcadero		https://www.paige.com/binaries/content/gallery/products/4/4787b61-6005/4787b61-6005_01.jpg/4787b61-6005_01.jpg/brxp:xlProduct	$229.00	paige	https://www.paige.com/p/sarah-slim--4787b61-6005
Hoxton Ultra Skinny - Black Lava Destructred		https://www.paige.com/binaries/content/gallery/products/1/1563734-6404/1563734-6404_01.jpg/1563734-6404_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/hoxton-ultra-skinny--1563734-6404
Hoxton Ultra Skinny - Grey Peaks		https://www.paige.com/binaries/content/gallery/products/1/1563743-6077/1563743-6077_01.jpg/1563743-6077_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/hoxton-ultra-skinny--1563743-6077
Verdugo Ankle - Lana		https://www.paige.com/binaries/content/gallery/products/1/1764521-6191/1764521-6191_01.jpg/1764521-6191_01.jpg/brxp:xlProduct	$189.00	paige	https://www.paige.com/p/verdugo-ankle--1764521-6191
Hoxton Crop - Ridgeline		https://www.paige.com/binaries/content/gallery/products/1/1914697-6478/1914697-6478_01.jpg/1914697-6478_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/hoxton-crop--1914697-6478
Everleigh Blouse - White		https://www.paige.com/binaries/content/gallery/products/2/2467997-1165/2467997-1165_01.jpg/2467997-1165_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/everleigh-blouse--2467997-1165
Margot Ankle - Ireland		https://www.paige.com/binaries/content/gallery/products/2/2824f46-6392/2824f46-6392_01.jpg/2824f46-6392_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/margot-ankle--2824f46-6392
Hoxton Slim Crop - Riptide		https://www.paige.com/binaries/content/gallery/products/5/5523e77-6375/5523e77-6375_01.jpg/5523e77-6375_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/hoxton-slim-crop-criss-cross--5523e77-6375
Manhattan Boot - Dayton		https://www.paige.com/binaries/content/gallery/products/3/3318521-3605/3318521-3605_01.jpg/3318521-3605_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/manhattan-boot-caballo-inseam--3318521-3605
Abriana Shirt - White		https://www.paige.com/binaries/content/gallery/products/4/4099d92-1165/4099d92-1165_01.jpg/4099d92-1165_01.jpg/brxp:xlProduct	$179.00	paige	https://www.paige.com/p/abriana-shirt--4099d92-1165
Nellie Culotte - Black Overdye		https://www.paige.com/binaries/content/gallery/products/4/4206b58-051/4206b58-051_01.jpg/4206b58-051_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/clean-front-nellie-culotte--4206b58-051
Colima Short - Black		https://www.paige.com/binaries/content/gallery/products/5/5147f01-1086/5147f01-1086_01.jpg/5147f01-1086_01.jpg/brxp:xlProduct	$399.00	paige	https://www.paige.com/p/colima-short--5147f01-1086
Rachel Pant - Birch		https://www.paige.com/binaries/content/gallery/products/5/5155f17-7003/5155f17-7003_01.jpg/5155f17-7003_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/rachel-pant--5155f17-7003
Fontana Jacket - Black Leather		https://www.paige.com/binaries/content/gallery/products/5/5218985-1086/5218985-1086_01.jpg/5218985-1086_01.jpg/brxp:xlProduct	$699.00	paige	https://www.paige.com/p/fontana-jacket--5218985-1086
Atley Ankle Flare - Cove Stripe		https://www.paige.com/binaries/content/gallery/products/5/5263208-6477/5263208-6477_01.jpg/5263208-6477_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/atley-ankle-flare-raw-hem--5263208-6477
Clean Front Anessa - Roya		https://www.paige.com/binaries/content/gallery/products/5/5381890-6412/5381890-6412_01.jpg/5381890-6412_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/clean-frnt-anessa-criss-cross--5381890-6412
Skyline Slim - Mckay		https://www.paige.com/binaries/content/gallery/products/5/5430f46-6396/5430f46-6396_01.jpg/5430f46-6396_01.jpg/brxp:xlProduct	$215.00	paige	https://www.paige.com/p/skyline-slim-outseam-slit-raw--5430f46-6396
Margot Crop - Lana		https://www.paige.com/binaries/content/gallery/products/2/2940521-6191/2940521-6191_01.jpg/2940521-6191_01.jpg/brxp:xlProduct	$189.00	paige	https://www.paige.com/p/margot-crop--2940521-6191
Nellie Culotte - Laki		https://www.paige.com/binaries/content/gallery/products/4/4451890-6370/4451890-6370_01.jpg/4451890-6370_01.jpg/brxp:xlProduct	$229.00	paige	https://www.paige.com/p/nellie-culotte--4451890-6370
Colette Crop Flare - Baybreak Distressed		https://www.paige.com/binaries/content/gallery/products/4/4587e77-6373/4587e77-6373_01.jpg/4587e77-6373_01.jpg/brxp:xlProduct	$225.00	paige	https://www.paige.com/p/colette-crop-flare-heavy-fray--4587e77-6373
Skyline Skinny Crop - Croatia		https://www.paige.com/binaries/content/gallery/products/4/4685f46-6329/4685f46-6329_01.jpg/4685f46-6329_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/skyline-skinny-crop--4685f46-6329
Hoxton Slim Raw Hem - Roccia Snake		https://www.paige.com/binaries/content/gallery/products/4/4875e78-7391/4875e78-7391_01.jpg/4875e78-7391_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/hoxton-slim-raw-hem--4875e78-7391
Rowan Jacket - Sinead		https://www.paige.com/binaries/content/gallery/products/4/4885673-6192/4885673-6192_01.jpg/4885673-6192_01.jpg/brxp:xlProduct	$249.00	paige	https://www.paige.com/p/rowan-jacket-raw-hem-zippers--4885673-6192
Hoxton Slim - Bambi		https://www.paige.com/binaries/content/gallery/products/5/5538e77-6449/5538e77-6449_01.jpg/5538e77-6449_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/hoxton-slim--5538e77-6449
Sarah Slim - Briony Destructed		https://www.paige.com/binaries/content/gallery/products/5/5673b61-7386/5673b61-7386_01.jpg/5673b61-7386_01.jpg/brxp:xlProduct	$239.00	paige	https://www.paige.com/p/sarah-slim--5673b61-7386
Skyline Skinny - Idlewild		https://www.paige.com/binaries/content/gallery/products/0/0248f46-6160/0248f46-6160_01.jpg/0248f46-6160_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/skyline-skinny--0248f46-6160
Verdugo Ankle - Embarcadero Destructed		https://www.paige.com/binaries/content/gallery/products/1/1764984-6103/1764984-6103_01.jpg/1764984-6103_01.jpg/brxp:xlProduct	$229.00	paige	https://www.paige.com/p/verdugo-ankle--1764984-6103
Silvie Jacket - Sandstone		https://www.paige.com/binaries/content/gallery/products/2/2141f01-2098/2141f01-2098_01.jpg/2141f01-2098_01.jpg/brxp:xlProduct	$625.00	paige	https://www.paige.com/p/silvie-jacket--2141f01-2098
Verdugo Ankle - Black Fog Luxe Coating With Raw Hem		https://www.paige.com/binaries/content/gallery/products/2/2392901-3364/2392901-3364_01.jpg/2392901-3364_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/verdugo-ankle-raw-hem--2392901-3364
Verdugo Ankle - Luau Distressed		https://www.paige.com/binaries/content/gallery/products/2/2392f46-7422/2392f46-7422_01.jpg/2392f46-7422_01.jpg/brxp:xlProduct	$225.00	paige	https://www.paige.com/p/verdugo-ankle--2392f46-7422
Everleigh Blouse - Black		https://www.paige.com/binaries/content/gallery/products/2/2467997-1086/2467997-1086_01.jpg/2467997-1086_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/everleigh-blouse--2467997-1086
Margot Ankle - Black Lava Destructed		https://www.paige.com/binaries/content/gallery/products/2/2824734-6404/2824734-6404_01.jpg/2824734-6404_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/margot-ankle--2824734-6404
High Rise Edgemont - Black		https://www.paige.com/binaries/content/gallery/products/3/3091374-1086/3091374-1086_01.jpg/3091374-1086_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/high-rise-edgemont--3091374-1086
Verdugo Crop - Vintage Bright Tulip		https://www.paige.com/binaries/content/gallery/products/3/3170799-6435/3170799-6435_01.jpg/3170799-6435_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/verdugo-crop-raw--hem--3170799-6435
Verdugo Crop - Cabo Worn Hem		https://www.paige.com/binaries/content/gallery/products/3/3170d84-6376/3170d84-6376_01.jpg/3170d84-6376_01.jpg/brxp:xlProduct	$215.00	paige	https://www.paige.com/p/verdugo-crop--3170d84-6376
Cicely Cami - Shale Psychedelic Leopard		https://www.paige.com/binaries/content/gallery/products/3/3476e55-7316/3476e55-7316_01.jpg/3476e55-7316_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/cicely-cami--3476e55-7316
Brigitte - Black Overdye		https://www.paige.com/binaries/content/gallery/products/3/3505b58-051/3505b58-051_01.jpg/3505b58-051_01.jpg/brxp:xlProduct	$189.00	paige	https://www.paige.com/p/brigitte--3505b58-051
Hoxton Ankle Raw Hem - Pink Leopard		https://www.paige.com/binaries/content/gallery/products/3/3757208-6482/3757208-6482_01.jpg/3757208-6482_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/hoxton-ankle-raw-hem--3757208-6482
Jimmy Jimmy Short - Strat		https://www.paige.com/binaries/content/gallery/products/4/4281635-6197/4281635-6197_01.jpg/4281635-6197_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/jimmy-jimmy-short-raw-hem-cuff--4281635-6197
Mayslie Jogger - Vintage Ivy Green		https://www.paige.com/binaries/content/gallery/products/5/5092b10-6338/5092b10-6338_01.jpg/5092b10-6338_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/mayslie-jogger--5092b10-6338
Rowan Jacket - Dresdon Fray Hem		https://www.paige.com/binaries/content/gallery/products/5/5131673-7021/5131673-7021_01.jpg/5131673-7021_01.jpg/brxp:xlProduct	$239.00	paige	https://www.paige.com/p/rowan-jacket-released-fray-hem--5131673-7021
Sarah Longline Short - Haddie Destructed		https://www.paige.com/binaries/content/gallery/products/5/5140635-7054/5140635-7054_01.jpg/5140635-7054_01.jpg/brxp:xlProduct	$169.00	paige	https://www.paige.com/p/sarah-longline-short-raw-hem--5140635-7054
Marisole Blouse - Orchid Haze		https://www.paige.com/binaries/content/gallery/products/5/5163996-4043/5163996-4043_01.jpg/5163996-4043_01.jpg/brxp:xlProduct	$249.00	paige	https://www.paige.com/p/marisole-blouse--5163996-4043
Kaelie Tank - Dark Ink Blue		https://www.paige.com/binaries/content/gallery/products/5/5172f35-1542/5172f35-1542_01.jpg/5172f35-1542_01.jpg/brxp:xlProduct	$95.00	paige	https://www.paige.com/p/kaelie-tank--5172f35-1542
Oakley Hoodie - Mallard Blue Tie Dye		https://www.paige.com/binaries/content/gallery/products/5/5176e93-7104/5176e93-7104_01.jpg/5176e93-7104_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/oakley-hoodie--5176e93-7104
Jimmy Jimmy Utility Short - Vintage Cloverfield		https://www.paige.com/binaries/content/gallery/products/5/5194c79-6186/5194c79-6186_01.jpg/5194c79-6186_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/jimmy-jimmy-utility-short--5194c79-6186
Lou Lou Flare - Annabella		https://www.paige.com/binaries/content/gallery/products/5/5202d84-6363/5202d84-6363_01.jpg/5202d84-6363_01.jpg/brxp:xlProduct	$249.00	paige	https://www.paige.com/p/lou-lou-undone-hem-ins-slit--5202d84-6363
Colette Crop Flare - Annabella Undone Hem		https://www.paige.com/binaries/content/gallery/products/5/5203d84-6363/5203d84-6363_01.jpg/5203d84-6363_01.jpg/brxp:xlProduct	$235.00	paige	https://www.paige.com/p/colette-crop-und-hem-ins-slit--5203d84-6363
Verdugo Ankle - Omara Fray Hem		https://www.paige.com/binaries/content/gallery/products/5/5239d84-6422/5239d84-6422_01.jpg/5239d84-6422_01.jpg/brxp:xlProduct	$215.00	paige	https://www.paige.com/p/verdugo-ankle-fray-wb-raw-hem--5239d84-6422
Jax Cut Off Short - Night Rider Destructed		https://www.paige.com/binaries/content/gallery/products/5/5247208-7101/5247208-7101_01.jpg/5247208-7101_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/jax-cut-off-short--5247208-7101
Vintage Colette Crop Flare - Apollo		https://www.paige.com/binaries/content/gallery/products/5/5254e77-6423/5254e77-6423_01.jpg/5254e77-6423_01.jpg/brxp:xlProduct	$239.00	paige	https://www.paige.com/p/vntg-colette-seaming-back-curv--5254e77-6423
Atley Ankle Flare - Luau Distressed		https://www.paige.com/binaries/content/gallery/products/5/5263f46-6406/5263f46-6406_01.jpg/5263f46-6406_01.jpg/brxp:xlProduct	$235.00	paige	https://www.paige.com/p/atley-ankle-flare-raw-hem--5263f46-6406
Hoxton Crop - Baybreak Destructed		https://www.paige.com/binaries/content/gallery/products/5/5340e77-6975/5340e77-6975_01.jpg/5340e77-6975_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/hoxton-crop-undone-hem--5340e77-6975
Hoxton Slim Crop - Croatia Chopped Fray Hem		https://www.paige.com/binaries/content/gallery/products/5/5368f46-7067/5368f46-7067_01.jpg/5368f46-7067_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/hoxton-slim-crop--5368f46-7067
Calliope Top - Ice Blue Tropical Toile		https://www.paige.com/binaries/content/gallery/products/5/5369f18-7004/5369f18-7004_01.jpg/5369f18-7004_01.jpg/brxp:xlProduct	$249.00	paige	https://www.paige.com/p/calliope-top--5369f18-7004
Genevieve Utility Pockets Petite - Vivid White		https://www.paige.com/binaries/content/gallery/products/5/5377e78-6346/5377e78-6346_01.jpg/5377e78-6346_01.jpg/brxp:xlProduct	$225.00	paige	https://www.paige.com/p/genevieve-peti-utility-pockets--5377e78-6346
Atley Ankle Flare - French Rose		https://www.paige.com/binaries/content/gallery/products/5/5402208-6430/5402208-6430_01.jpg/5402208-6430_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/atley-ankle-flare-raw-hem--5402208-6430
Hoxton Slim - Moondust Black		https://www.paige.com/binaries/content/gallery/products/5/5426b80-6424/5426b80-6424_01.jpg/5426b80-6424_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/hoxton-slim-western-detail-cab--5426b80-6424
Delfina Skirt - Shale Psychedelic Leopard		https://www.paige.com/binaries/content/gallery/products/5/5489e55-7316/5489e55-7316_01.jpg/5489e55-7316_01.jpg/brxp:xlProduct	$189.00	paige	https://www.paige.com/p/delfina-skirt--5489e55-7316
Willa Bootie - Black Suede		https://www.paige.com/binaries/content/gallery/products/p/pe008-001sd/pe008-001sd_01.jpg/pe008-001sd_01.jpg/brxp:xlProduct	$295.00	paige	https://www.paige.com/p/willa--pe008-001sd
Kate Bootie - Black Leather		https://www.paige.com/binaries/content/gallery/products/p/pe013-001lt/pe013-001lt_01.jpg/pe013-001lt_01.jpg/brxp:xlProduct	$360.00	paige	https://www.paige.com/p/kate--pe013-001lt
Kate Bootie - Panna Leather		https://www.paige.com/binaries/content/gallery/products/p/pe013-101lt/pe013-101lt_01.jpg/pe013-101lt_01.jpg/brxp:xlProduct	$360.00	paige	https://www.paige.com/p/kate--pe013-101lt
London Bootie - Black Suede		https://www.paige.com/binaries/content/gallery/products/p/pe023/pe023_01.jpg/pe023_01.jpg/brxp:xlProduct	$385.00	paige	https://www.paige.com/p/london--pe023
Jessamine Boot - Black Knit		https://www.paige.com/binaries/content/gallery/products/s/sh03904-blk/sh03904-blk_01.jpg/sh03904-blk_01.jpg/brxp:xlProduct	$375.00	paige	https://www.paige.com/p/jessamine-in-knit--sh03904-blk
Skyline Skinny Crop - North Star Distressed		https://www.paige.com/binaries/content/gallery/products/4/4685c36-6377/4685c36-6377_01.jpg/4685c36-6377_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/skyline-skinny-crop--4685c36-6377
Cleobelle Dress - Shale Psychedelic Leopard		https://www.paige.com/binaries/content/gallery/products/4/4817e54-7316/4817e54-7316_01.jpg/4817e54-7316_01.jpg/brxp:xlProduct	$329.00	paige	https://www.paige.com/p/cleobelle-dress--4817e54-7316
Noella Straight - Myrtle Destructed		https://www.paige.com/binaries/content/gallery/products/4/4820b61-6328/4820b61-6328_01.jpg/4820b61-6328_01.jpg/brxp:xlProduct	$239.00	paige	https://www.paige.com/p/noella-straight-caballo-inseam--4820b61-6328
Cicely Dress - Black		https://www.paige.com/binaries/content/gallery/products/4/4878d92-1086/4878d92-1086_01.jpg/4878d92-1086_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/cicely-dress--4878d92-1086
Kelly Top - Crystal Pink		https://www.paige.com/binaries/content/gallery/products/4/4893e25-7394/4893e25-7394_01.jpg/4893e25-7394_01.jpg/brxp:xlProduct	$169.00	paige	https://www.paige.com/p/kelly-top--4893e25-7394
Sarah Slim - Mako Distressed		https://www.paige.com/binaries/content/gallery/products/5/5537b61-6374/5537b61-6374_01.jpg/5537b61-6374_01.jpg/brxp:xlProduct	$239.00	paige	https://www.paige.com/p/sarah-slim-ripped-hem--5537b61-6374
Hoxton Slim Crop - Vintage Green Springs Destructed		https://www.paige.com/binaries/content/gallery/products/5/5540208-6485/5540208-6485_01.jpg/5540208-6485_01.jpg/brxp:xlProduct	$225.00	paige	https://www.paige.com/p/hoxton-slim-crop--5540208-6485
Margot Ultra Skinny - Lana		https://www.paige.com/binaries/content/gallery/products/2/2098521-6191/2098521-6191_01.jpg/2098521-6191_01.jpg/brxp:xlProduct	$189.00	paige	https://www.paige.com/p/margot-ultra-skinny--2098521-6191
Colette Crop Flare - Micro Reef Plaid		https://www.paige.com/binaries/content/gallery/products/5/5521208-6429/5521208-6429_01.jpg/5521208-6429_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/colette-faux-welt-pkt-raw-hem--5521208-6429
Verdugo Crop Raw Hem - Vintage Ocean Breeze		https://www.paige.com/binaries/content/gallery/products/3/3170799-6436/3170799-6436_01.jpg/3170799-6436_01.jpg/brxp:xlProduct	$199.00	paige	https://www.paige.com/p/verdugo-crop-raw-hem--3170799-6436
Hoxton Straight Ankle - Cove Stripe		https://www.paige.com/binaries/content/gallery/products/3/3182208-6477/3182208-6477_01.jpg/3182208-6477_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/hoxton-straight-ankle-raw-hem--3182208-6477
Constance Leather Skinny - Black		https://www.paige.com/binaries/content/gallery/products/3/3881a13-1086/3881a13-1086_01.jpg/3881a13-1086_01.jpg/brxp:xlProduct	$995.00	paige	https://www.paige.com/p/constance-leather-skinny--3881a13-1086
Jimmy Jimmy Short - Crisp White		https://www.paige.com/binaries/content/gallery/products/4/4281b58-4520/4281b58-4520_01.jpg/4281b58-4520_01.jpg/brxp:xlProduct	$149.00	paige	https://www.paige.com/p/jimmy-jimmy-short-raw-hem-cuff--4281b58-4520
Jimmy Jimmy Short - Idra		https://www.paige.com/binaries/content/gallery/products/4/4281d84-7438/4281d84-7438_01.jpg/4281d84-7438_01.jpg/brxp:xlProduct	$169.00	paige	https://www.paige.com/p/jimmy-jimmy-short-with-raw-cuf--4281d84-7438
Mayslie Jogger - Vintage Grey Salt		https://www.paige.com/binaries/content/gallery/products/5/5092b10-6384/5092b10-6384_01.jpg/5092b10-6384_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/mayslie-jogger--5092b10-6384
Giovanna Dress - Blue Ice Psychedelic Leopard		https://www.paige.com/binaries/content/gallery/products/5/5117e55-7317/5117e55-7317_01.jpg/5117e55-7317_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/giovanna-dress--5117e55-7317
Senna Tee - Ice Blue Cliffside		https://www.paige.com/binaries/content/gallery/products/5/5121f39-7109/5121f39-7109_01.jpg/5121f39-7109_01.jpg/brxp:xlProduct	$109.00	paige	https://www.paige.com/p/senna-tee-with-lettuce-edg--5121f39-7109
Tia Dress - Black Tropical Toile		https://www.paige.com/binaries/content/gallery/products/5/5133f18-7192/5133f18-7192_01.jpg/5133f18-7192_01.jpg/brxp:xlProduct	$299.00	paige	https://www.paige.com/p/tia-dress--5133f18-7192
Sierra Overalls - Lindon Destructed		https://www.paige.com/binaries/content/gallery/products/5/5236635-7072/5236635-7072_01.jpg/5236635-7072_01.jpg/brxp:xlProduct	$279.00	paige	https://www.paige.com/p/hi-rise-sierra-overall-raw-hem--5236635-7072
Atley Ankle Flare - Sweet Creme		https://www.paige.com/binaries/content/gallery/products/5/5402208-6431/5402208-6431_01.jpg/5402208-6431_01.jpg/brxp:xlProduct	$209.00	paige	https://www.paige.com/p/atley-ankle-flare-raw-hem--5402208-6431
Hoxton Crop - Bronwyn Destructed		https://www.paige.com/binaries/content/gallery/products/5/5424f46-6419/5424f46-6419_01.jpg/5424f46-6419_01.jpg/brxp:xlProduct	$225.00	paige	https://www.paige.com/p/hoxton-crop-expd-btn-fly--5424f46-6419
Hoxton Slim - Stassie		https://www.paige.com/binaries/content/gallery/products/5/5429f46-6418/5429f46-6418_01.jpg/5429f46-6418_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/hoxton-slim-outseam-slit-raw--5429f46-6418
Parker Short - Leila Distressed		https://www.paige.com/binaries/content/gallery/products/5/5433b61-7258/5433b61-7258_01.jpg/5433b61-7258_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/parker-short-with-raw-cuff--5433b61-7258
Margot Short - Vintage Black		https://www.paige.com/binaries/content/gallery/products/2/2800298-1106/2800298-1106_01.jpg/2800298-1106_01.jpg/brxp:xlProduct	$149.00	paige	https://www.paige.com/p/margot-short--2800298-1106
Margot Short - Westshore		https://www.paige.com/binaries/content/gallery/products/2/2800b61-7418/2800b61-7418_01.jpg/2800b61-7418_01.jpg/brxp:xlProduct	$169.00	paige	https://www.paige.com/p/margot-short--2800b61-7418
Nellie Culotte - Riptide		https://www.paige.com/binaries/content/gallery/products/5/5310635-6375/5310635-6375_01.jpg/5310635-6375_01.jpg/brxp:xlProduct	$229.00	paige	https://www.paige.com/p/nellie-culotte-criss-cross--5310635-6375
Laramie Top - Shale Western Rose		https://www.paige.com/binaries/content/gallery/products/5/5265f22-7198/5265f22-7198_01.jpg/5265f22-7198_01.jpg/brxp:xlProduct	$159.00	paige	https://www.paige.com/p/laramie-top--5265f22-7198
London Bootie - Caramel Suede		https://www.paige.com/binaries/content/gallery/products/s/sh02302-car/sh02302-car_01.jpg/sh02302-car_01.jpg/brxp:xlProduct	$385.00	paige	https://www.paige.com/p/london-in-suede--sh02302-car
Wendy Boot - Cognac Suede		https://www.paige.com/binaries/content/gallery/products/s/sh92502-cog/sh92502-cog_01.jpg/sh92502-cog_01.jpg/brxp:xlProduct	$395.00	paige	https://www.paige.com/p/wendy-in-suede--sh92502-cog
Kenna Bootie - Panna Leather		https://www.paige.com/binaries/content/gallery/products/s/sh92601-pan/sh92601-pan_01.jpg/sh92601-pan_01.jpg/brxp:xlProduct	$385.00	paige	https://www.paige.com/p/kenna-in-leather--sh92601-pan
Sutton Wide Leg Petite - Crisp White		https://www.paige.com/binaries/content/gallery/products/4/4605b58-4520/4605b58-4520_01.jpg/4605b58-4520_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/sutton-wide-leg-petite--4605b58-4520
Cicely Cami - Black Silk		https://www.paige.com/binaries/content/gallery/products/4/4873e01-1086/4873e01-1086_01.jpg/4873e01-1086_01.jpg/brxp:xlProduct	$169.00	paige	https://www.paige.com/p/cicely-cami-with-v-back--4873e01-1086
Kelly Top - White		https://www.paige.com/binaries/content/gallery/products/4/4893e25-1165/4893e25-1165_01.jpg/4893e25-1165_01.jpg/brxp:xlProduct	$169.00	paige	https://www.paige.com/p/kelly-top--4893e25-1165
Naima Cami - White		https://www.paige.com/binaries/content/gallery/products/4/4932e97-1165/4932e97-1165_01.jpg/4932e97-1165_01.jpg/brxp:xlProduct	$129.00	paige	https://www.paige.com/p/naima-cami--4932e97-1165
Alanie Blouse - White		https://www.paige.com/binaries/content/gallery/products/4/4938f25-1165/4938f25-1165_01.jpg/4938f25-1165_01.jpg/brxp:xlProduct	$179.00	paige	https://www.paige.com/p/alanie-blouse--4938f25-1165
Verdugo Ultra Skinny - Black Overdye Velvet		https://www.paige.com/binaries/content/gallery/products/1/1394a66-051/1394a66-051_01.jpg/1394a66-051_01.jpg/brxp:xlProduct	$189.00	paige	https://www.paige.com/p/verdugo-ultra-skinny--1394a66-051
Hoxton Ankle - Black Shadow W/ Leopard Tuxedo Stripe		https://www.paige.com/binaries/content/gallery/products/1/1767521-7397/1767521-7397_01.jpg/1767521-7397_01.jpg/brxp:xlProduct	$219.00	paige	https://www.paige.com/p/hoxton-ankle--1767521-7397
Jax Knee Short - Crisp White		https://www.paige.com/binaries/content/gallery/products/1/1798208-4520/1798208-4520_01.jpg/1798208-4520_01.jpg/brxp:xlProduct	$149.00	paige	https://www.paige.com/p/jax-knee-short--1798208-4520
